u,g,r,i,z,specClass,redshift,redshift_err
19.06009,17.3177,16.42234,15.99022,15.65679,GALAXY,0.04561796,2.777568e-05
19.52353,19.12992,18.93299,18.65758,18.18585,QSO,0.3818929,3.810557e-05
19.54155,17.92762,17.13928,16.68199,16.4052,GALAXY,0.1028838,1.795233e-05
18.54828,17.08796,16.40296,16.02355,15.7065,GALAXY,0.08493466,1.421917e-05
19.32457,18.12636,17.63334,17.30173,17.159,GALAXY,0.08258566,7.275385e-06
19.45737,17.76689,16.94646,16.47356,16.12919,GALAXY,0.05630241,1.4803e-05
18.08883,16.13217,15.17689,14.73471,14.39303,GALAXY,0.04767711,1.144395e-05
19.12978,17.715,16.8719,16.40668,16.0511,GALAXY,0.1152685,9.863073e-06
16.62565,14.5886,13.65861,13.23398,12.86929,GALAXY,0.0392789,8.586106e-06
18.87369,17.15506,16.34294,15.85489,15.45656,GALAXY,0.05936977,1.14818e-05
19.08329,18.01722,17.67307,17.45596,17.28864,GALAXY,0.05252548,1.001294e-05
19.15916,19.00359,18.82154,18.78881,18.7982,QSO,1.262649,0.0005415009
16.59498,15.23521,14.62179,14.26291,14.04665,GALAXY,0.02317611,1.182098e-05
17.3448,15.98314,15.38248,15.0437,14.82145,GALAXY,0.04500497,9.986717e-06
19.52325,19.27584,18.82629,18.41342,18.32677,QSO,0.2213317,3.75835e-05
19.04185,18.02609,17.45797,17.00261,16.77992,GALAXY,0.1438742,7.634558e-06
19.57062,17.60508,16.41788,15.93475,15.55401,GALAXY,0.1530418,2.211929e-05
18.33189,16.36539,15.4556,15.02818,14.66997,GALAXY,0.05727355,1.42536e-05
19.35971,18.03813,17.396,17.0106,16.76251,GALAXY,0.09499888,8.89082e-06
19.47747,17.78577,16.99161,16.61337,16.33587,GALAXY,0.06178305,1.582552e-05
16.83662,16.88293,16.84671,16.39238,16.56992,QSO,0.1490557,2.162772e-05
19.02769,17.34207,16.65631,16.38128,16.14113,GALAXY,0.1305741,1.553313e-05
19.07086,17.94475,17.58531,17.31488,17.25904,GALAXY,0.05939797,6.473656e-06
19.33908,17.87641,17.03224,16.52396,16.18879,GALAXY,0.1045511,1.479728e-05
19.1306,17.80085,17.29604,17.02763,16.96324,GALAXY,0.05309415,1.394958e-05
19.23673,19.04883,18.68224,18.56555,18.56738,QSO,1.314618,0.0002238122
18.05132,16.94163,16.56012,16.27179,16.12879,GALAXY,0.05315065,7.93652e-06
18.31971,17.05488,16.23753,15.75811,15.46298,GALAXY,0.1556398,3.502638e-05
18.68997,16.66547,15.66579,15.18908,14.82203,GALAXY,0.08830171,1.659335e-05
18.25255,17.13926,16.76905,16.55309,16.42937,GALAXY,0.03249663,6.90739e-06
18.88173,17.46856,16.76567,16.35991,16.09121,GALAXY,0.09659694,1.446251e-05
19.29555,17.7028,16.88496,16.48131,16.20324,GALAXY,0.05538671,1.836591e-05
19.34782,17.30583,16.27579,15.77436,15.37344,GALAXY,0.06031899,1.957638e-05
19.02166,17.9297,17.37835,17.00163,16.88589,GALAXY,0.07231459,8.385646e-06
17.72572,15.8054,14.92063,14.49234,14.1489,GALAXY,0.04930355,8.370515e-06
18.84977,17.00377,16.08874,15.60916,15.26352,GALAXY,0.05955881,1.399099e-05
19.18472,17.74204,16.99676,16.60509,16.33331,GALAXY,0.07861373,4.387193e-05
19.33904,18.1237,17.77074,17.52572,17.3965,GALAXY,0.06033159,6.883166e-06
19.313,18.04777,17.41557,17.09141,16.82675,GALAXY,0.114778,1.158575e-05
18.61133,16.90926,16.1292,15.72735,15.43811,GALAXY,0.05697612,1.240417e-05
19.14944,18.74027,18.6884,18.77106,18.67877,QSO,0.6976868,9.445744e-05
18.72389,18.69087,18.39764,18.32614,18.42253,QSO,1.215679,0.0002347411
18.22411,16.40552,15.52681,15.07403,14.738,GALAXY,0.05004114,1.278385e-05
16.80609,15.31753,14.52224,14.10917,13.7776,GALAXY,0.01617633,1.058256e-05
19.02813,18.92441,18.51377,18.44809,18.54937,QSO,1.233357,0.0002251131
19.05989,17.49459,16.59285,16.09412,15.70741,GALAXY,0.04427702,1.062687e-05
19.4941,17.7209,16.74335,16.27461,15.9141,GALAXY,0.06007488,2.047515e-05
18.707,18.64053,18.52905,18.29859,18.1122,QSO,1.955301,0.0002792203
19.38938,17.83409,16.90188,16.36013,15.9313,GALAXY,0.08221469,8.637067e-06
19.09148,18.71917,18.67399,18.79903,18.54882,QSO,0.7800685,0.0001441711
19.57805,19.28475,18.77105,18.57723,18.24727,QSO,0.2658549,8.210689e-05
18.73325,18.59174,18.32486,18.25722,18.17454,QSO,2.040356,0.0003556643
16.76527,15.30408,14.7381,14.47504,14.49281,GALAXY,0.01531191,1.432926e-05
19.21182,18.05341,17.53675,17.24384,17.04819,GALAXY,0.07728974,7.971206e-06
18.40004,16.51186,15.73169,15.28996,14.98967,GALAXY,0.05527914,1.846463e-05
18.58178,18.13645,18.02946,17.79084,17.75295,QSO,0.5514082,5.583629e-05
17.3365,15.94496,15.30822,14.95234,14.69166,GALAXY,0.03592314,1.92971e-05
19.51242,17.59061,16.65613,16.24302,15.89534,GALAXY,0.08682144,1.52637e-05
18.12501,17.03495,16.66776,16.40353,16.27033,GALAXY,0.06524966,9.412767e-06
19.40535,17.82421,16.98954,16.59411,16.23568,GALAXY,0.05094055,2.486774e-05
18.59262,18.16758,17.87859,17.76488,17.60445,QSO,2.000349,0.0004021513
19.14044,17.11721,16.18174,15.76511,15.4357,GALAXY,0.08687641,1.343519e-05
17.88335,16.6595,16.18905,15.9534,15.83518,GALAXY,0.03323329,1.063061e-05
19.5913,17.46728,16.08447,15.58549,15.19087,GALAXY,0.1986393,3.003839e-05
17.18454,15.23014,14.31902,13.90084,13.55313,GALAXY,0.02575374,8.522256e-06
18.78916,16.67603,15.62624,15.18069,14.80299,GALAXY,0.09705611,2.160415e-05
19.27227,17.48453,16.36966,15.90979,15.55982,GALAXY,0.1407139,2.409575e-05
18.8567,16.84175,15.86129,15.38259,15.0582,GALAXY,0.05506966,1.509891e-05
19.53382,17.52771,16.44737,15.96554,15.59215,GALAXY,0.1287824,2.462717e-05
18.91678,17.78417,17.20219,16.82058,16.64298,GALAXY,0.1018084,8.21561e-06
17.21757,16.08843,15.53119,15.16211,14.87964,GALAXY,0.04074073,1.346779e-05
19.52788,17.9771,16.90392,16.41689,16.11523,GALAXY,0.1651777,3.197815e-05
17.66149,16.38624,15.6874,15.30252,14.97901,GALAXY,0.03190306,6.859545e-06
18.32588,17.02958,16.42825,16.02992,15.81612,GALAXY,0.09478991,1.063754e-05
19.02057,17.72274,16.92314,16.4794,16.19325,GALAXY,0.1768299,1.899623e-05
18.77084,18.56246,18.24405,18.16244,18.18712,QSO,1.250845,0.000220098
18.70408,16.66299,15.69793,15.23228,14.87949,GALAXY,0.05237784,1.538789e-05
18.65526,17.69587,17.17545,16.8118,16.57582,GALAXY,0.09965377,7.329066e-06
19.36417,18.7065,18.62544,18.46177,18.60638,QSO,0.6062149,7.893756e-05
19.27263,18.49205,18.03385,17.66272,17.67019,GALAXY,0.1874153,1.211199e-05
19.08479,17.13658,16.11115,15.66051,15.29357,GALAXY,0.1001398,2.398456e-05
18.7321,17.40349,16.7791,16.39776,16.16048,GALAXY,0.05656437,1.72845e-05
18.76204,16.92421,16.33578,15.99017,15.7286,GALAXY,0.03308033,6.590806e-06
19.16289,17.87472,17.26187,16.87836,16.61339,GALAXY,0.08291406,7.080391e-06
18.98219,17.89157,17.38369,16.99228,16.82654,GALAXY,0.1024714,6.598395e-06
19.39004,18.98816,18.79527,18.62101,18.63153,QSO,1.449615,0.0004700721
19.59843,18.23024,17.67237,17.36146,17.15557,GALAXY,0.1632699,1.08805e-05
18.77847,17.75531,17.34063,17.09229,16.90745,GALAXY,0.03126535,6.408945e-06
19.40789,18.822,18.10387,17.65154,17.44445,QSO,0.1515828,3.471121e-05
19.53733,18.26687,17.80475,17.51425,17.44829,GALAXY,0.0535181,1.191432e-05
19.06984,17.92881,17.42299,17.10858,16.93407,GALAXY,0.07353891,5.832826e-06
19.28288,18.26647,17.94091,17.64433,17.4544,GALAXY,0.04771305,7.124575e-06
17.08058,15.91255,15.41158,15.06349,14.8742,GALAXY,0.04151176,6.836222e-06
16.10786,14.73822,14.11244,13.77386,13.56334,GALAXY,0.01666819,1.511811e-05
19.38312,19.29554,19.05899,19.15672,19.01857,QSO,0.9867619,0.0004384563
19.06093,17.37991,16.61038,16.14242,15.79076,GALAXY,0.04592623,1.149813e-05
19.44938,18.06355,17.37581,16.9524,16.67817,GALAXY,0.09130313,6.46817e-06
19.23816,17.32702,16.36484,15.9328,15.61261,GALAXY,0.09057772,1.724954e-05
19.54341,19.13164,18.95993,18.84092,18.73692,QSO,0.7980646,0.0001337213
18.41843,18.20026,18.05201,17.76004,17.68776,QSO,1.749495,0.000194145
19.37272,17.53375,16.69081,16.28338,15.9727,GALAXY,0.04789187,1.510721e-05
19.50531,17.86188,16.98359,16.55012,16.23784,GALAXY,0.09622699,2.198069e-05
18.43225,17.10203,16.43396,16.03411,15.77664,GALAXY,0.08988561,1.112771e-05
17.40616,15.58022,14.73596,14.52635,14.00526,GALAXY,0.04048751,1.314777e-05
18.7597,17.32318,16.6036,16.1524,15.86596,GALAXY,0.0624219,8.426751e-06
18.55626,16.68272,15.82756,15.41105,15.09584,GALAXY,0.0327832,1.097934e-05
17.40193,16.11001,15.64611,15.4389,15.21006,GALAXY,0.03171175,9.769613e-06
18.37784,16.41478,15.4291,14.89298,14.43867,GALAXY,0.03486387,1.242916e-05
18.36327,16.89962,16.16562,15.72335,15.43922,GALAXY,0.06276938,8.163405e-06
19.52551,18.07914,17.3061,16.86974,16.54156,GALAXY,0.1330015,1.698382e-05
18.74686,17.56558,16.92585,16.51925,16.29282,GALAXY,0.1070331,8.526572e-06
18.78043,17.55358,17.05905,16.8033,16.67406,GALAXY,0.04044935,8.310226e-06
19.04264,17.26081,16.40535,16.0191,15.70191,GALAXY,0.07185685,1.784098e-05
17.80758,16.23295,15.38658,14.967,14.63622,GALAXY,0.03458978,1.298905e-05
19.47201,17.95471,17.25782,16.89134,16.62485,GALAXY,0.03274157,9.581036e-06
19.47915,18.3395,17.8513,17.51893,17.34921,GALAXY,0.06851754,6.886928e-06
18.85019,18.63933,18.57658,18.38159,18.3503,QSO,1.682935,0.0003751156
19.15006,17.50538,16.79445,16.40232,16.16645,GALAXY,0.03780951,1.52339e-05
19.43725,19.44525,19.1927,19.21292,19.24689,QSO,1.262629,0.0003079743
19.26537,17.97281,17.5686,17.271,17.1292,GALAXY,0.1036626,1.176803e-05
19.55367,18.05336,17.43415,17.09466,16.97297,GALAXY,0.1070287,1.141397e-05
19.3368,17.38651,16.44863,16.00953,15.66868,GALAXY,0.08225309,2.078092e-05
19.15293,17.26907,16.41531,16.0275,15.72817,GALAXY,0.06232216,1.5077e-05
19.30783,17.84059,16.87211,16.40046,16.04412,GALAXY,0.1404713,1.659903e-05
19.34467,18.32566,17.83641,17.50834,17.34687,GALAXY,0.06676538,1.04793e-05
18.54111,17.29383,16.67381,16.30787,16.06671,GALAXY,0.05303077,1.036064e-05
19.41027,18.15757,17.72112,17.44304,17.29088,GALAXY,0.05095138,7.755038e-06
18.4636,17.14149,16.52029,16.16704,15.99777,GALAXY,0.06631324,1.603735e-05
18.41832,17.62565,17.62939,17.45824,17.4639,GALAXY,0.04092729,5.861751e-06
18.75805,17.33532,16.66092,16.19368,15.93707,QSO,0.06398267,3.618946e-05
19.27639,18.16587,17.4629,16.98965,16.74642,GALAXY,0.07103826,1.386737e-05
18.87232,17.65949,16.90827,16.49018,16.19283,GALAXY,0.09301837,2.056253e-05
19.44605,18.19278,17.56541,17.24577,17.031,GALAXY,0.09233867,8.020836e-06
18.91402,18.57368,18.42483,18.27422,18.30139,GALAXY,0.1554853,6.967092e-06
19.46357,17.67645,16.77764,16.41177,16.11548,GALAXY,0.1174776,2.373809e-05
19.56334,17.62927,16.58157,16.13945,15.73374,GALAXY,0.1123016,1.436956e-05
19.14294,17.17779,16.29124,15.87854,15.55882,GALAXY,0.05489468,2.068904e-05
18.53117,17.2106,16.74328,16.43525,16.27653,GALAXY,0.06832464,8.192222e-06
19.3278,17.39148,16.44621,15.97267,15.60799,GALAXY,0.0573783,2.890749e-05
19.44258,18.281,17.7411,17.38733,17.20895,GALAXY,0.06757029,8.693365e-06
18.00898,15.94316,14.90552,14.43194,14.08594,GALAXY,0.1046171,2.055803e-05
19.09251,17.81635,17.15513,16.79002,16.57265,GALAXY,0.1258799,1.448667e-05
18.5352,17.09906,16.29742,15.8595,15.55601,GALAXY,0.05392061,1.376503e-05
19.44573,17.75561,16.80366,16.34344,15.98642,GALAXY,0.1073983,1.551516e-05
17.17196,16.7065,16.68297,16.947,16.9712,GALAXY,0.01646445,8.666826e-06
18.19462,16.26034,15.32595,14.88686,14.53315,GALAXY,0.05894584,1.038548e-05
19.36194,18.04548,17.30302,16.8729,16.58532,GALAXY,0.09354635,1.041454e-05
19.14933,17.22564,16.30822,15.87233,15.52756,GALAXY,0.0535907,1.368072e-05
17.97666,16.84424,16.50118,16.26851,16.12455,GALAXY,0.03603467,5.908228e-06
18.46977,18.33318,18.16263,18.25556,18.17095,QSO,0.94987,0.000249484
19.21498,17.27006,16.37126,15.93107,15.58111,GALAXY,0.0564404,1.171517e-05
18.11532,16.77085,16.1289,15.73221,15.50157,GALAXY,0.09265161,8.336835e-06
18.50488,16.71048,15.71272,15.22937,14.85435,GALAXY,0.05858491,1.890686e-05
18.79005,17.74532,17.38017,16.93618,16.83777,GALAXY,0.06996027,4.891315e-06
19.48219,19.14182,19.12769,19.03865,18.88816,QSO,0.4443288,5.570813e-05
19.47116,18.21347,17.6298,17.26626,17.11823,GALAXY,0.05956096,1.988253e-05
19.26413,17.99285,17.21305,16.72413,16.47643,GALAXY,0.1537558,4.863914e-06
19.12235,18.77147,18.26263,18.16067,18.13199,QSO,1.300482,0.0002115492
18.52038,17.04952,16.32155,15.90562,15.59251,GALAXY,0.06044025,1.377072e-05
19.32237,17.79507,17.2505,16.95892,16.84494,GALAXY,0.03655796,9.522344e-06
18.70883,16.60977,15.5608,15.05495,14.63674,GALAXY,0.05909625,1.514562e-05
18.81205,17.72108,17.34906,17.17506,17.14533,GALAXY,0.01552937,5.347387e-06
18.88637,17.38405,16.60612,16.15708,15.86358,GALAXY,0.06789033,1.469123e-05
19.19004,17.34421,16.38432,15.93179,15.63265,GALAXY,0.1024914,1.943103e-05
18.83762,17.26429,16.41988,15.99962,15.68998,GALAXY,0.1095919,1.567398e-05
18.49537,16.49597,15.56415,15.05007,14.76269,GALAXY,0.04600705,1.051919e-05
17.50409,16.3717,15.9303,15.65826,15.49142,GALAXY,0.04688972,7.982811e-06
19.22638,18.09051,17.4777,17.08701,16.83922,GALAXY,0.08198112,7.132427e-06
19.2416,17.81688,17.37611,17.16377,17.01627,GALAXY,0.04045567,1.83114e-05
19.19293,17.19947,16.24853,15.78967,15.41119,GALAXY,0.06530171,1.095913e-05
19.30384,18.72393,18.61943,18.61185,18.52662,QSO,2.598617,0.0002264124
19.34955,17.54203,16.63708,16.11755,15.75134,GALAXY,0.102886,2.904277e-05
18.41437,16.64718,15.73495,15.23219,14.81856,GALAXY,0.03047787,1.620157e-05
17.95324,15.9774,15.09932,14.66612,14.3385,GALAXY,0.04614868,9.135035e-06
19.21206,18.14893,17.83044,17.69898,17.63237,GALAXY,0.0,0.0
17.86805,16.09879,15.23772,14.85973,14.50242,GALAXY,0.05017137,1.217521e-05
19.16461,17.81315,17.05624,16.63381,16.3885,GALAXY,0.09227547,5.570834e-06
17.97829,15.95886,15.01479,14.56339,14.18994,GALAXY,0.05187636,8.792165e-06
18.97001,18.41749,18.18639,18.14095,17.99134,QSO,0.8699275,8.227913e-05
19.48146,17.73247,16.87182,16.50358,16.23174,GALAXY,0.1195079,2.442974e-05
19.24235,19.02297,18.82583,18.91237,18.93607,QSO,0.9977341,0.0003740853
18.71069,17.22788,16.51277,16.08831,15.80283,GALAXY,0.09507887,7.994192e-06
18.8018,18.68154,18.40889,18.45917,18.46829,QSO,1.003289,0.0002840073
19.10008,17.68266,16.93199,16.4725,16.15378,GALAXY,0.05094803,8.189247e-06
18.72315,17.5372,17.10124,16.90233,16.73281,GALAXY,0.04711203,1.374387e-05
19.36909,19.36854,19.0467,18.99607,18.94963,QSO,1.351888,0.0003241332
18.61232,17.45107,17.01384,16.68204,16.53691,GALAXY,0.08436261,1.165117e-05
19.28178,18.73543,18.39456,18.01026,17.83527,QSO,1.764372,0.0003111434
18.24364,16.72965,16.00003,15.59445,15.30166,GALAXY,0.06403834,1.574052e-05
19.42703,17.84361,16.98443,16.51831,16.18036,GALAXY,0.09155542,1.574563e-05
19.25643,17.95548,16.98206,16.48947,16.16162,GALAXY,0.1887948,1.960898e-05
19.34092,18.05026,17.15137,16.68598,16.37061,GALAXY,0.1772108,2.296454e-05
19.53435,19.4037,19.27769,18.94239,18.88254,QSO,1.776274,0.0005517403
18.0892,16.19051,15.3223,14.90958,14.59571,GALAXY,0.0393961,1.189917e-05
19.23,17.90531,17.30573,16.93934,16.68251,GALAXY,0.04994157,7.532105e-06
19.59007,18.23001,17.55947,17.17015,16.88686,GALAXY,0.04713878,1.231264e-05
18.60534,17.00078,16.29432,15.92028,15.63158,GALAXY,0.04282607,1.513037e-05
18.1288,16.67353,16.0735,15.77223,15.53926,GALAXY,0.01718373,1.515271e-05
18.63724,16.82788,15.93119,15.49742,15.15445,GALAXY,0.05224011,1.674529e-05
18.85029,17.53649,16.80911,16.3895,16.11527,GALAXY,0.08401912,8.849303e-06
18.86522,18.72,18.44336,18.34535,18.24153,QSO,1.315876,0.0004382032
19.11609,18.94329,18.94127,18.75276,18.69192,QSO,1.866879,0.0005957525
18.7839,17.09297,16.21557,15.71119,15.36404,GALAXY,0.05619071,9.613029e-06
19.35527,18.41656,17.70193,17.26829,17.03543,GALAXY,0.1494629,9.201863e-06
19.0623,18.98451,19.07089,18.83743,18.81091,QSO,1.757277,0.0001433365
19.40678,17.72756,16.82912,16.38923,16.07355,GALAXY,0.09795351,1.859779e-05
18.11323,16.59674,15.98519,15.71736,15.62468,GALAXY,0.05798482,1.574157e-05
19.07427,18.07503,17.39074,16.98297,16.7302,GALAXY,0.1396636,1.067357e-05
18.12933,18.03378,18.05667,17.86756,17.86485,QSO,1.775595,0.0003711805
19.36643,17.4858,16.59328,16.18721,15.86414,GALAXY,0.08724129,2.84111e-05
19.33158,17.70009,16.82384,16.38608,16.0769,GALAXY,0.06072498,1.933783e-05
19.46391,17.42026,16.46199,15.98577,15.65508,GALAXY,0.07267945,1.168182e-05
18.89227,18.47416,18.47839,18.28527,18.17635,QSO,0.5221213,3.733037e-05
18.25781,17.28314,16.90371,16.57761,16.38593,GALAXY,0.05550607,4.021299e-06
18.10653,16.31873,15.33029,14.81901,14.42113,GALAXY,0.0643503,1.723737e-05
18.24014,17.16571,16.70903,16.49471,16.31193,GALAXY,0.01812601,1.386789e-05
19.22047,17.15709,16.06433,15.59021,15.22233,GALAXY,0.1206545,2.317445e-05
19.4311,18.43883,17.91965,17.51758,17.32748,GALAXY,0.09593196,7.581632e-06
16.6287,14.79341,13.98957,13.57315,13.1955,GALAXY,0.03030854,1.204231e-05
19.31771,17.52799,16.62939,16.19416,15.86937,GALAXY,0.101871,2.223249e-05
16.7293,16.67547,16.73398,16.7988,16.42414,QSO,0.3722553,5.300006e-05
18.98344,17.55283,17.00852,16.65733,16.48879,GALAXY,0.06779478,1.031056e-05
19.24133,17.74834,16.92661,16.50338,16.20557,GALAXY,0.1122513,1.904858e-05
19.16073,18.78907,18.77541,18.58138,18.59464,QSO,0.5893647,0.000205165
18.20638,16.96289,16.36234,15.97783,15.75033,GALAXY,0.06336859,1.012442e-05
16.03912,14.06644,13.24099,12.84013,12.55168,GALAXY,0.03459693,1.01733e-05
19.53448,18.7988,18.4858,18.15506,18.24333,GALAXY,0.1432291,6.808027e-06
19.30342,17.70228,16.92848,16.51988,16.2529,GALAXY,0.03092765,3.134894e-05
15.9522,14.16541,13.38103,12.97381,12.65926,GALAXY,0.01536215,7.072749e-06
19.54532,18.00166,17.15098,16.66126,16.36472,GALAXY,0.06911585,8.383339e-06
19.46922,17.96987,17.31625,16.92729,16.71774,GALAXY,0.06916405,1.182014e-05
19.3155,17.74927,16.95513,16.5211,16.22296,GALAXY,0.1166738,1.496976e-05
19.44663,17.61303,16.65999,16.17126,15.79858,GALAXY,0.1418026,2.047856e-05
18.96472,17.71408,17.16383,16.874,16.80807,GALAXY,0.03692931,2.19416e-05
19.56964,18.32693,17.74736,17.37769,17.23477,GALAXY,0.08246167,1.16696e-05
19.52704,18.97401,18.75473,18.77765,18.46137,QSO,0.7292935,6.057902e-05
19.28752,17.81003,17.10021,16.71642,16.48113,GALAXY,0.1016801,1.460799e-05
19.48775,18.06565,17.0803,16.58569,16.206,GALAXY,0.08524713,1.972559e-05
19.25012,19.14655,19.03382,18.75159,18.55881,QSO,1.679997,0.0003638883
19.23619,17.88816,17.22766,16.77636,16.56133,GALAXY,0.08418892,7.933071e-06
19.55992,19.1124,19.10756,18.86743,18.86153,QSO,0.5834238,0.0001886276
19.07095,16.98955,15.99309,15.53455,15.16038,GALAXY,0.05679391,1.48221e-05
18.67114,17.43817,16.81573,16.48037,16.30609,GALAXY,0.09007403,1.029872e-05
19.58566,18.27987,17.65131,17.26803,17.0654,GALAXY,0.0986473,1.415221e-05
19.5414,18.23094,17.38811,16.92452,16.63518,GALAXY,0.06638858,1.275073e-05
19.48762,18.57619,18.28732,18.1377,18.18552,QSO,1.631598,0.0006047542
19.35002,18.06988,17.38163,16.99277,16.69367,GALAXY,0.079201,1.847189e-05
19.48829,17.83882,17.00019,16.59297,16.26206,GALAXY,0.1413863,1.572923e-05
18.19418,17.43052,17.23244,17.06338,16.94289,GALAXY,0.03419787,6.798239e-06
19.59788,19.44201,19.19733,19.14231,19.12008,QSO,1.143042,0.0006637051
19.04603,17.77785,16.97266,16.49364,16.17973,GALAXY,0.1417231,1.0549e-05
18.29675,17.21563,16.84826,16.56598,16.46222,GALAXY,0.07973243,8.037277e-06
19.22494,19.19392,19.03548,18.67229,18.52005,QSO,1.94784,0.000230354
18.10806,16.85703,16.21856,15.80986,15.55215,GALAXY,0.05859479,7.137891e-06
18.77139,17.01719,16.06985,15.59465,15.25746,GALAXY,0.1251287,2.197991e-05
18.98158,17.06995,16.13173,15.71278,15.38634,GALAXY,0.0801302,1.066228e-05
17.7902,16.62802,16.15077,15.85967,15.6565,GALAXY,0.04806982,7.086142e-06
18.15713,17.01549,16.54668,16.28109,16.16588,GALAXY,0.03726938,1.501639e-05
19.00904,18.4407,18.38151,18.31738,18.05974,QSO,2.308053,0.0001529951
18.84846,17.81959,17.39894,17.11818,16.9633,GALAXY,0.0513302,5.111163e-06
19.58505,17.89399,17.09303,16.72567,16.49519,GALAXY,0.03242368,3.455209e-05
19.59488,18.33933,17.76869,17.45283,17.25487,GALAXY,0.03314481,9.605023e-06
19.32835,17.61184,16.77779,16.31049,15.97876,GALAXY,0.03147409,1.891155e-05
19.39347,17.85333,16.99046,16.55294,16.22147,GALAXY,0.10322,1.076661e-05
18.50795,17.69441,17.24768,16.93404,16.81169,GALAXY,0.161198,7.270081e-06
18.89376,17.68603,17.296,17.34485,17.10632,GALAXY,0.005855578,3.034538e-05
18.68192,17.5575,16.96795,16.59456,16.38956,GALAXY,0.1005085,8.538644e-06
19.53152,17.86326,17.01938,16.59236,16.27085,GALAXY,0.1150769,2.722034e-05
18.2607,17.22759,16.81389,16.55178,16.39558,GALAXY,0.05183603,6.156045e-06
18.73965,16.64224,15.81662,15.38192,15.05025,GALAXY,0.03080624,1.170702e-05
18.71139,17.93147,17.69472,17.36956,17.28293,GALAXY,0.04849065,6.943679e-06
19.5246,18.64063,18.69932,18.52859,18.27246,QSO,2.341573,6.482715e-05
19.50955,18.30017,17.77943,17.49292,17.26514,GALAXY,0.04573921,7.521747e-06
18.26782,18.21173,17.99904,17.99679,18.09101,QSO,1.231841,0.0002493558
19.2447,18.13789,17.36082,16.94679,16.71393,GALAXY,0.229267,1.660024e-05
19.4809,19.17825,19.06594,18.8743,18.93705,QSO,1.821343,0.0006855716
19.54751,18.12092,17.26524,16.81832,16.49582,GALAXY,0.1233819,1.373687e-05
19.4079,19.29258,19.07708,19.01021,19.04842,QSO,0.9718176,0.000450398
18.68058,17.554,17.18472,16.96023,16.75671,GALAXY,0.04381554,7.017013e-06
19.05003,17.66306,16.92764,16.55239,16.27487,GALAXY,0.08606863,2.30769e-05
18.93489,17.18011,16.3531,15.94312,15.64304,GALAXY,0.05446141,2.525853e-05
19.25531,17.74113,17.36661,17.09105,16.97423,GALAXY,0.05178985,9.108968e-06
17.4763,16.3003,15.99465,15.81443,15.77227,GALAXY,0.03374081,8.04204e-06
19.04212,19.09422,19.09479,18.79544,18.76476,QSO,1.769457,0.0001857632
19.17393,17.98161,17.44686,17.1476,16.98721,GALAXY,0.06161179,1.051416e-05
18.60571,18.74352,17.75234,17.01139,16.75022,GALAXY,0.09992439,4.83225e-05
19.26875,19.06638,18.44864,18.10752,17.66481,QSO,0.2832796,3.269749e-05
18.87921,17.12427,16.25532,15.85055,15.55597,GALAXY,0.03191336,1.439829e-05
18.57091,17.33184,16.76373,16.40533,16.13207,GALAXY,0.07462843,9.479053e-06
19.47509,19.04097,18.69079,18.71052,18.7463,QSO,1.148635,0.000220233
19.11093,17.95988,17.57137,17.32449,17.26303,GALAXY,0.07772461,9.314931e-06
16.74398,15.3146,14.59551,14.22853,13.92637,GALAXY,0.03480621,1.553944e-05
19.06188,18.83726,18.60221,18.70527,18.68507,QSO,1.036813,0.0003237567
